Referencia Product,Descripción,COSTE,Referencia Proveed,Código Proveedor,Nombre Proveedor,Códig Familia,Nombre Familia,Fecha Alta,Bajo pedido,STOCK
AC-000546,TARJETA ANTAL PDP2CAN+CL2+CL29 MULTIFUNCTION PROFIDUS-DP CAN COUPLER,"620,000",,000158,ANTAL AG,00035,REPUESTOS,26-08-11,bajo pedido,
AC-004018,Relé de Seguridad SG- EFS 104 ZK2/1  24 Vcc MAYSER,"198,700",SG-EFS 1X4 ZK2/1,003540,"APRIMATIC DOORS, S.L.				",00005,ELECTRICIDAD,25-01-17,bajo pedido,
AC-000100,CILINDROS TELESCOPICOS 500 MM DTA-6219,"135,820",,001068,ARTITRAIL S.L.,00004,HIDRAULICA,22-04-10,bajo pedido,
AC-000166,CORONA GIRO DENTADO EXT. DIAM 500,"538,546",COR001 (CBE-0503),001068,ARTITRAIL S.L.,00007,MECANICA,21-06-10,bajo pedido,
AC-000439,JUEGO RETENES CILINDROS TELECOPICOS ARIES,"41,245",,000168,ARTITRAIL S.L.,00004,HIDRAULICA,04-05-11,bajo pedido,
AC-000760,CILINDROS PATAS DTA-6551,"79,667",,001068,ARTITRAIL S.L.,00004,HIDRAULICA,24-05-12,bajo pedido,
AC-000879,CORONA DE GIRO VS064A08,"625,000",VS064A08,001068,ARTITRAIL S.L.,00007,MECANICA,28-01-13,bajo pedido,
AC-003852,Kit rótulas D45  rosca M22  asientos cuadrados 95X95 capacidad 11 T/rótula,"54,320",PLANO 8070,000168,ARTITRAIL S.L.,00007,MECANICA,03-10-16,bajo pedido,
AC-004175,PUENTE ENCHUFABLE - FBS 20-5-3030226,"3,071",3030226,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,14-03-17,bajo pedido,
AC-004341,Tope de puerta galvanizado GP1,"7,750",ADO202,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,11-04-17,bajo pedido,
AC-004342,"Mural, 600x600x300, compacto, 1 puerta, con MP,acero dulce, IP66 GP1","93,800",MAS0606030R5,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,11-04-17,bajo pedido,
AC-004343,Cilindro hidráulico compacto SMC CHDKDB50-20-M9BSDPC (con soporte),"154,390",CHDKDB50-20M9BSDPC,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00004,HIDRAULICA,12-04-17,bajo pedido,
AC-004416,"Puente fijo, Paso: 20 mm, Número de polos: 3, FBI 3-20N","3,460",3213205,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,08-05-17,bajo pedido,
AC-004417,"Puente fijo, Paso: 20 mm, Numero de polos: 2, FBI 2-20N","3,040",3213195,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,08-05-17,bajo pedido,
AC-004418,"Puente fijo, Paso: 20 mm, Numero de polos: 3, FBI3-20","3,110",0201317,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,08-05-17,bajo pedido,
AC-004486,Borne de tierra para carril - UT 35-PE,"2,770",3044241,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,01-06-17,bajo pedido,
AC-004487,"Borne de tierra para carril PTS 2,5-PE","1,220",3211867,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,01-06-17,bajo pedido,
AC-004563,Conector pasamuros M12 SACC-8P-DSI-M12MS/FS-M16,"13,380",1551697,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,29-06-17,bajo pedido,
AC-004564,Conector Pasamuros M12 SACC-M12MS-8CON-PG9-M,"10,790",1513334,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,29-06-17,bajo pedido,
AC-004565,Conector Pasamuros M12 SACC-M12FS-8CON-PG9-M,"10,790",1513347,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,29-06-17,bajo pedido,
AC-004617,DETECTOR MAGNETICO D-M9BSDPC,"27,790",SMC00158313,003556,"ASDS -  Automatismos Servicios Distribución y Soluciones, S.L.U.",00005,ELECTRICIDAD,19-07-17,bajo pedido,
AC-000244,FARO TRASERO IZQ EUROPOINT II,"30,000",A25-6001-507,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000245,FARO TRASERO DCHO EUROPOINT II,"30,000",A25-6401-507,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000246,SEÑAL ACUSTICA PILOTO EUROPOINT II,"15,000",A12-3922-004,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000247,LAMPARA LED POSICION,"6,000",A12-1560-001,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000248,LAMPARA LED INTERMITENCIA,"8,800",A12-1560-011,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000249,LAMPARA LED NIEBLA,"10,600",A12-1560-031,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000250,CONECTOR 7P PILOTO EUROPOINT II IZDO,"4,870",A13-5626-704,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000251,CONECTOR 7P PILOTO EUROPOINT II DCHO,"4,870",A13-5626-724,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000252,FARO ROTATIVO 12/24V,"21,100",P40.501.001,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000253,FARO TRABAJO 24V CON REJILLA,"7,620",P40.403.003,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000254,FARO ROTATIVO LED 10/30V,"63,000",40.662.001,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000255,SEÑAL ACUSTICA 24V,"22,000",750.000.007,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,14-01-11,bajo pedido,
AC-000647,KIT BAYONETA 7P,"4,300",A13-5626-704,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,24-02-12,bajo pedido,
AC-000648,SEÑAL ACÚTICA MARCHA ATRÁS,"22,000",A75-000-007,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,24-02-12,bajo pedido,
AC-000649,LUZ MATRÍCULA LED,"13,800",A36-3604-007,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,24-02-12,bajo pedido,
AC-000650,FARO DE TRABAJO,"115,667",P40.401.003,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,24-02-12,bajo pedido,
AC-000651,LAMPARA H3 24V,"1,160",G502405,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,24-02-12,bajo pedido,
AC-003338,Faro de trabajo ASPOCK - 24V 60W,"0,000",40.467.503,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,25-01-16,bajo pedido,
AC-003344,Faro de trabajo LED PRO POWER ROCK 3000 Lm,"127,250",P40.467.003,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,27-01-16,bajo pedido,
AC-003646,ANTINIEBLA LED PRO-CAN XL 24V ROJO C/CABLE 0.5M,"19,950",P40.026.002,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,09-06-16,bajo pedido,
AC-003647,PILOTO PRO-CAN XL POSICION LED BLANCO 0.5M 24V,"22,200",P40.026.003,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,09-06-16,bajo pedido,
AC-004297,Piloto lateral PRO FLAT Ambar 0.25M,"5,290",P40.061.001,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,06-04-17,bajo pedido,
AC-004298,Piloto lateral PRO FLAT Rojo 0.25M,"5,290",P40.061.002,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,06-04-17,bajo pedido,
AC-004299,Piloto lateral PRO FLAT Blanco 0.25M,"5,290",P40.061.003,000176,ASPOCK IBERICA S.A.,00005,ELECTRICIDAD,06-04-17,bajo pedido,
AC-000572,AMORTIGUADOR GAS 340 mm 22 Kg,"5,580",1511 22,000165,"AUTOCARROCERIAS RIU, S.A.",00008,MONTAJES,11-11-11,bajo pedido,
AC-000573,SOPORTE AMORTIGUADOR PLANO,"4,020",1406 00,000165,"AUTOCARROCERIAS RIU, S.A.",00008,MONTAJES,11-11-11,bajo pedido,
AC-000574,SOPORTE AMORTIGUADOR GAS,"1,310",1541 00,000165,"AUTOCARROCERIAS RIU, S.A.",00008,MONTAJES,11-11-11,bajo pedido,
AC-000575,ANILLA EMPOTRABLE,"2,194",7349 01,000165,"AUTOCARROCERIAS RIU, S.A.",00008,MONTAJES,11-11-11,bajo pedido,
AC-000576,"BISAGRA PIANO 50x1,5 INOX TIRA 3 m","49,050",0329 53,000165,"AUTOCARROCERIAS RIU, S.A.",00008,MONTAJES,11-11-11,bajo pedido,
AC-000619,AMORTIGUADOR A GAS 1510-10,"6,174",1510 10,000165,"AUTOCARROCERIAS RIU, S.A.",00008,MONTAJES,07-02-12,bajo pedido,
AC-000620,AMOTIGUADOR A GAS 1510-37,"6,084", 1510 37,000165,"AUTOCARROCERIAS RIU, S.A.",00008,MONTAJES,07-02-12,bajo pedido,
AC-000621,SOPORTE AMOTIGUADOR GAS 1401-00,"1,962", 1401 00,000165,"AUTOCARROCERIAS RIU, S.A.",00008,MONTAJES,07-02-12,bajo pedido,
AC-000757,AMORTIGUADOR A GAS 151554,"6,300",151554,000165,"AUTOCARROCERIAS RIU, S.A.",00009,MONTAJES,23-05-12,bajo pedido,
AC-000758,TOPE GOMA C/AGUJEROS 195x80x80 D,"2,450",523020,000165,"AUTOCARROCERIAS RIU, S.A.",00010,MONTAJES,23-05-12,bajo pedido,
AC-000800,CAJA HERRAMIENTAS INOX. 400x300x300,"93,150",,000165,"AUTOCARROCERIAS RIU, S.A.",00029,ACCESORIOS,31-07-12,bajo pedido,
AC-001005,CILINDRO GAS L=550MM 45KG,"6,462",151.445,000165,"AUTOCARROCERIAS RIU, S.A.",00012,MONTAJES,09-07-13,bajo pedido,
AC-001076,AMORTIGUADOR A GAS 1531-35,"0,000", 1531 35,000165,"AUTOCARROCERIAS RIU, S.A.",00013,MONTAJES,24-10-13,bajo pedido,
AC-001077,ROTULA AMORTIG GAS SOP 1540 08,"1,370",,000165,"AUTOCARROCERIAS RIU, S.A.",00014,MONTAJES,24-10-13,bajo pedido,
AC-001078,CAJON HERRAMIENTAS CHAPA GALV 400x300x300,"64,980",,000165,"AUTOCARROCERIAS RIU, S.A.",00015,MONTAJES,25-10-13,bajo pedido,
AC-004070,ESTRIBO EMPOTRADO 325601,"38,700",325601,000165,"AUTOCARROCERIAS RIU, S.A.",00029,ACCESORIOS,10-02-17,bajo pedido,
AC-004071,GRAPA 1 TALADRO 075125,"0,770",075125,000165,"AUTOCARROCERIAS RIU, S.A.",00008,MONTAJES,10-02-17,bajo pedido,
AC-003461,Relé FINDER - 46.52.9.048.0074,"8,230",465.290.480.074,003482,AUTOMATISMOS FR,00005,ELECTRICIDAD,16-03-16,bajo pedido,
AC-001329,REDUCTOR SERVOTAK GE 250 M1 P S 7,"324,000",,003235,"AXIS AUTOMATION, S.L.",00007,MECANICA,30-06-14,bajo pedido,
AC-004311,Cable LAPP ÖLFLEX Multi-Standard SC 2.2 1X35 BK 4151101,"5,050",4151101,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004312,Cable LAPP ÖLFLEX Multi-Standard SC 2.2 1X16 BK 4150901,"2,450",4150901,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004313,"Cable LAPP ÖLFLEX Multi-Standard SC 2.1 1X2,5 BK 4160501","0,360",4160501,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004314,"Cable LAPP ÖLFLEX 150, 2x1  0015202","0,550",0015202,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004315,"Cable LAPP ÖLFLEX 150, 2x2,5  0015402","1,030",0015402,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004316,"Cable LAPP ÖLFLEX 150, 3G1  0015203","0,620",0015203,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004317,"Cable LAPP ÖLFLEX 150, 5G0,5  0015005","0,660",0015005,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004318,"Cable LAPP ÖLFLEX 150, 7G1  0015207","1,350",0015207,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004401,Cable LAPP H07RN-F (versión mejorada) 2x4mm2 4533022,"1,510",4533022,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004402,Cable LAPP ÖLFLEX CLASSIC 110H 7G4mm2 10019952,"5,800",10019952,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004403,"Cable LAPP ÖLFLEX CLASSIC 110H 7G0,75mm2 10019917","1,530",10019917,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004404,Cable LAPP ÖLFLEX CLASSIC 110H 2x1mm2 10019960,"0,920",10019960,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004405,"Cable LAPP ÖLFLEX CLASSIC 100H 4G1,5mm2 0014152","2,010",0014152,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004406,"Cable LAPP ÖLFLEX CLASSIC 110H 4G1,5mm2 10019932","1,530",10019932,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004407,Cable LAPP ÖLFLEX CLASSIC 110H 4x1mm2 10019964,"1,220",10019964,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004408,Cable LAPP ÖLFLEX CLASSIC 110H 9G0.75mm2 10019919,"2,280",10019919,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004409,Cable LAPP ÖLFLEX CLASSIC 110H 9G1.5mm2 10019982,"3,510",10019982,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004410,Cable LAPP ÖLFLEX CLASSIC 110H 5G1.5mm2 10019933,"1,970",10019933,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004411,"Cable LAPP ÖLFLEX CLASSIC 110H 18G0,75mm2 10019921","3,600",10019921,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,04-05-17,bajo pedido,
AC-004549,"Cable LAPP 0035814 8x2x0,5mm2 (CABLE COMPOUND)","2,350",0035814,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,22-06-17,bajo pedido,
AC-004637,"Cable LAPP UNITRONIC BUS CAN 2x2x0,22, 2170261","0,920",2170261,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,28-07-17,bajo pedido,
AC-004638,"Cable LAPP UNITRONIC BUS CAN 1x2x0,34, 2170263","0,790",2170263,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,28-07-17,bajo pedido,
AC-004639,Cable LAPP H05Z-K 90ºC 1x1 Azul oscuro 4725143,"0,000",4725143,003565,AYPRO - APLICACIONES Y PROCESOS DE CONTROL S.L.,00005,ELECTRICIDAD,01-08-17,bajo pedido,
AC-004155,ARMARIO INOX.SCHNEIDER  300x250x150,"164,440",NSYS3X302515,003522,BAIMELEK S.L,00005,ELECTRICIDAD,09-03-17,bajo pedido,
AC-004156,Placa Metalica SCHNEIDER 300x250,"3,637",NSYMM3025,003522,BAIMELEK S.L,00005,ELECTRICIDAD,09-03-17,bajo pedido,
AC-004187,CABLE CONEXIÓN RITTAL 2 POLOS SZ-2500410,"42,070",SZ-2500410,003522,BAIMELEK S.L,00005,ELECTRICIDAD,15-03-17,bajo pedido,
AC-004340,Armario RAL7035 600x800x250,"147,480",AE-1058500,003522,BAIMELEK S.L,00005,ELECTRICIDAD,11-04-17,bajo pedido,
AC-000062,Ref. 3157-131-284-1 VÁLVULA CONTROL DIRECCIONAL,"4.002,000",3157-131-284-1,003001,BARDEX CORPORATION,00033,BARDEX,29-03-10,bajo pedido,
AC-000063,Ref. 3157-131-373-1 VÁLVULA 4-VIAS DCV,"2.989,500",3157-131-373-1,003001,BARDEX CORPORATION,00034,BARDEX,29-03-10,bajo pedido,
AC-000064,"Ref. 3157-131-340-1 VÁLVULA DE BOLA, 3-VIAS","955,500",3157-131-340-1,003001,BARDEX CORPORATION,00035,BARDEX,29-03-10,bajo pedido,
AC-000225,JUEGO JUNTAS PARA CILINDRO 30739 - REF. 3279-30750-1,"1.047,237",,003001,BARDEX CORPORATION,00036,BARDEX,04-01-11,bajo pedido,
AC-000226,JUNTAS PINTON - REF. 3279-28507-1,"35,849",,003001,BARDEX CORPORATION,00036,BARDEX,04-01-11,bajo pedido,
AC-000571,FRENO ELECTROMAGNETICO K7 80V + LEVA DI SBLOC,"250,000",,003135,BENEVELLI SRL,00035,REPUESTOS,10-11-11,bajo pedido,
AC-000801,MOTOR AC 22KW 80V 1450 RPM 50 HZ D.270,"2.926,000",,003135,BENEVELLI SRL,00035,REPUESTOS,31-07-12,bajo pedido,
AC-000036,MOTOR REPUESTO ARIES,"485,000",G1404638,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,19-02-10,bajo pedido,
AC-000050,MOTOR 4.2 KW G1404338,"521,290",G1404338,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,10-03-10,bajo pedido,
AC-000051,MOTOR BOMBA 7 KW FH700519,"855,000",FH700519,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,10-03-10,bajo pedido,
AC-000133,PASTILLA CONECTOR MOTOR BEST MOTOR DTA-5927,"0,000",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,12-05-10,bajo pedido,
AC-000308,MOTOR CON FRENO 48V 6KW G1601739,"803,220",G1601739,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,20-09-10,bajo pedido,
AC-000309,MOTOR PARA BOMBA 48V 3000W F1308809,"503,235",F1308809,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,20-09-10,bajo pedido,
AC-000322,MOTOR CON FRENO 48V 3W G1302042,"600,000",G1302042,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,20-09-10,bajo pedido,
AC-000323,MOTOBOMBA FG250200,"460,000",FG250200,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,20-09-10,bajo pedido,
AC-000477,MOTOR BOMBA GI800219,"745,000",GI800219,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,24-05-11,bajo pedido,
AC-000610,MOTOR 6KW CON PATAS Y CONECTION BOX,"914,906",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,25-01-12,bajo pedido,
AC-000658,ELECTRO FRENO MOTOR FAGOR 30 TON,"121,050",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,01-03-12,bajo pedido,
AC-000965,FRENO MOTOR 4.2 KW G1404338,"157,370",M0264812,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,17-05-13,bajo pedido,
AC-000976,MOTOBOMBA B-GIC01015 12KW 48V 11cc,"705,500",GIC01015,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,23-05-13,bajo pedido,
AC-000977,MOTOBOMBA B-GNC01015 12KW 48V 18cc,"716,500",GNC01015,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,23-05-13,bajo pedido,
AC-001025,MOTOR AC 48V 1200W G112093F,"411,867",G112093F,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,02-08-13,bajo pedido,
AC-001045,MOTOR PARA BOMBA 12 KW CON PATAS COD.,"675,560",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,24-09-13,bajo pedido,
AC-001171,MOTOR 4.2KW 48V CON EJE TRASERO Y FRENO CON MANETA,"565,000",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,26-02-14,bajo pedido,
AC-001195,MOTOR 1500 w 48 ELEVACION DTA-6726,"520,000",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,12-03-14,bajo pedido,
AC-001334,FRENO MOTOR MAIER DTA-5555,"121,050",M0264810,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,02-07-14,bajo pedido,
AC-001390,MOTOR 1200 W 48 V GIRO  DTA15,"295,000",DTA15,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,10-10-14,bajo pedido,
AC-001391,MOTOR 1200W 48V CON FRENO DTA16,"335,000",DTA16,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,10-10-14,bajo pedido,
AC-001392,MOTOR 4000W 48V DOBLE EJE DTA14,"425,000",G1409700,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,10-10-14,bajo pedido,
AC-001394,MOTOR BOMBA 12KW 48V D205 300A 21.3CC B-GOC00306,"714,287",GOC00306,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,13-10-14,bajo pedido,
AC-001438,MOTOR 2KW 80VAC 1500RPM,"345,000",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,11-11-14,bajo pedido,
AC-001439,"MOTOR 4,2KW 80VAC 2800RPM FRENO G1409838","501,861",G1409838,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,11-11-14,bajo pedido,
AC-001440,MOTOBOMBA 18KW 80VAC 2800RPM 17CC GMI00306,"712,600",GMI00306,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,11-11-14,bajo pedido,
AC-001459,"MOTOBOMBA FG300209 3KW 6,3CC","590,000",FG300209,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,17-11-14,bajo pedido,
AC-001548,MOTOR G112233F 1200W 48V 3500RPM,"318,889",G112233F,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,07-01-15,bajo pedido,
AC-001698,MOTOR 2KW 24V 2850RPM BRIDA 130,"385,000",G120923F,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,13-05-15,bajo pedido,
AC-001735,MOTOBOMBA 6.2 CC 3 KW WHISPER,"650,000",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,08-06-15,bajo pedido,
AC-001914,MOTOR 2KW 48V G120853F,"385,000",G120853F,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,15-09-15,bajo pedido,
AC-001915,MOTOR 20KW 80V 2160RPM G1S00100,"1.571,094",G1S00100,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,18-09-15,bajo pedido,
AC-001916,MOTORREDUCTOR 800W 80V 2750RPM i=1:93 G108347B,"811,049",G108347B,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,18-09-15,bajo pedido,
AC-002018,MOTOBOMBA 24V 4KW 2450RPM 6cc Silenciosa,"615,000",FG403315,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,27-10-15,bajo pedido,
AC-003156,MOTOR BOMBA AC 12KW 48V 17CC BGMC02715 (con patas),"731,320",GMC02715,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,30-11-15,bajo pedido,
AC-003251,MOTOR 6kW 80V con freno a 80V  G160484A,"790,650",G160484A,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,16-12-15,bajo pedido,
AC-003382,MOTOBOMBA 3KW 48V DC FH300200,"590,000",FH300200,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,15-02-16,bajo pedido,
AC-003490,Sonda temperatura para motor 20KW (B-G1S00100) AS0290160,"8,830",AS0290160,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,05-04-16,bajo pedido,
AC-003533,MOTOBOMBA 48V 4.2KW con patas DTA30 (6cc Whisper) GG500615 + patas,"495,000",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,21-04-16,bajo pedido,
AC-003620,Caja de bornas motor G1404338 Best Motor,"23,750",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,31-05-16,bajo pedido,
AC-003674,MOTOR 3KW 24V G1355534,"515,000",G1355534,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,16-06-16,bajo pedido,
AC-003702,MOTOR 2KW 48V D.200 50A B-G1209400,"355,000",G1209400,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,28-06-16,bajo pedido,
AC-003703,MOTOR 6KW 48V D.217 155A B-G1604139,"890,600",G1604139,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,28-06-16,bajo pedido,
AC-003709,MOTOR 2KW 48V IP54 con freno IP65,"453,760",G1209533,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,28-06-16,bajo pedido,
AC-003792,MOTOR AC 1.2KW 48V G1122700,"298,750",G1122700,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,30-08-16,bajo pedido,
AC-003939,Sonda Temperatura KTY84-130  cable con pin superseal 2 vías CAVI 50cm,"12,660",AS0292131,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,23-12-16,bajo pedido,
AC-003940,Encoder motor  G1S00100,"93,760",,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,23-12-16,bajo pedido,
AC-003959,Conector 2 vías FE AMP 282104-1 para sonda temperatura AS0292131,"2,670",AM0212104,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,09-01-17,bajo pedido,
AC-003981,ENCODER Motor SKF BMB 6205/048S2/UA002A,"112,510",AS0152052,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,13-01-17,bajo pedido,
AC-004247,MOTOBOMBA B-GNC01015 12KW 48V 18cc CON PATAS,"712,500",GNC01006,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,28-03-17,bajo pedido,
AC-004585,MOTOR 6KW 48V D.217 155A con connection box B-G1604239,"890,600",G1604239,000208,BEST MOTOR S.R.L.,00005,ELECTRICIDAD,06-07-17,bajo pedido,
